control_id,control_name,control_domain,control_type,control_owner,test_frequency,automated_control,design_effectiveness,operating_effectiveness,sample_size,failed_samples,last_test_date,next_test_date,linked_risk_id,deficiency_severity,test_status
C1233,Business Continuity Control 1233,Business Continuity,Corrective,R. Gunawardena,Quarterly,0,Effective,Effective,10,0,2025-08-29,2025-11-27,R01690,None,Overdue
C1234,Third-Party Risk Control 1234,Third-Party Risk,Detective,D. Senanayake,Monthly,0,Effective,Ineffective,40,13,2026-04-19,2026-05-19,R04858,Low,Overdue
C1235,Change Management Control 1235,Change Management,Detective,D. Senanayake,Monthly,0,Effective,Effective,5,0,2026-04-24,2026-05-24,R03103,None,Overdue
C1236,Access Control Control 1236,Access Control,Detective,N. Silva,Quarterly,1,Effective,Effective,10,0,2025-05-31,2025-08-29,R04359,None,Overdue
C1237,Vulnerability Management Control 1237,Vulnerability Management,Preventive,D. Senanayake,Monthly,0,Effective,Ineffective,30,9,2026-01-19,2026-02-18,R04245,Low,Overdue
C1238,Data Protection Control 1238,Data Protection,Corrective,S. Jayasinghe,Monthly,1,Effective,Effective,30,0,2026-07-18,2026-08-17,R03168,None,Overdue
C1239,Change Management Control 1239,Change Management,Detective,A. Perera,Semi-Annual,1,Effective,Effective,10,0,2025-10-08,2026-04-06,R02532,None,Overdue
C1240,Incident Response Control 1240,Incident Response,Detective,A. Perera,Quarterly,1,Effective,Effective,40,0,2026-07-13,2026-10-11,R02480,None,Scheduled
C1241,Incident Response Control 1241,Incident Response,Detective,S. Jayasinghe,Annual,0,Effective,Ineffective,30,12,2026-01-21,2027-01-21,R02695,Low,Scheduled
C1242,Incident Response Control 1242,Incident Response,Detective,N. Silva,Annual,0,Effective,Needs Improvement,10,4,2025-12-28,2026-12-28,R03122,High,Scheduled
C1243,Change Management Control 1243,Change Management,Corrective,N. Silva,Semi-Annual,1,Effective,Needs Improvement,20,2,2025-06-12,2025-12-09,R01050,Low,Overdue
C1244,Incident Response Control 1244,Incident Response,Detective,K. Fernando,Semi-Annual,1,Effective,Effective,10,0,2026-05-26,2026-11-22,R03869,None,Scheduled
C1245,Business Continuity Control 1245,Business Continuity,Preventive,N. Silva,Annual,0,Effective,Effective,20,0,2026-01-12,2027-01-12,R02771,None,Scheduled
C1246,Third-Party Risk Control 1246,Third-Party Risk,Preventive,K. Fernando,Continuous,0,Effective,Effective,10,0,2026-01-14,2026-02-13,R03345,None,Overdue
C1247,Third-Party Risk Control 1247,Third-Party Risk,Detective,N. Silva,Annual,1,Ineffective,Effective,25,0,2026-05-30,2027-05-30,R02893,None,Scheduled
C1248,Security Awareness Control 1248,Security Awareness,Preventive,N. Silva,Quarterly,0,Effective,Effective,15,0,2026-05-31,2026-08-29,R00033,None,Overdue
C1249,Incident Response Control 1249,Incident Response,Detective,R. Gunawardena,Continuous,0,Needs Improvement,Effective,5,0,2026-04-14,2026-05-14,R02262,None,Overdue
C1250,Change Management Control 1250,Change Management,Preventive,R. Gunawardena,Quarterly,0,Needs Improvement,Effective,10,0,2026-04-06,2026-07-05,R00961,None,Overdue
C1251,Business Continuity Control 1251,Business Continuity,Preventive,T. Karunaratne,Quarterly,1,Effective,Effective,25,0,2026-05-20,2026-08-18,R03573,None,Overdue
C1252,Vulnerability Management Control 1252,Vulnerability Management,Preventive,A. Perera,Annual,1,Needs Improvement,Needs Improvement,40,14,2025-09-16,2026-09-16,R00792,Critical,Scheduled
C1253,Third-Party Risk Control 1253,Third-Party Risk,Preventive,M. Wijesinghe,Monthly,0,Effective,Not Tested,40,14,2026-07-31,2026-08-30,R02913,Medium,Overdue
C1254,Vulnerability Management Control 1254,Vulnerability Management,Detective,N. Silva,Semi-Annual,1,Effective,Effective,20,0,2025-03-14,2025-09-10,R00425,None,Overdue
C1255,Third-Party Risk Control 1255,Third-Party Risk,Preventive,R. Gunawardena,Monthly,0,Effective,Effective,5,0,2025-06-10,2025-07-10,R03224,None,Overdue
C1256,Third-Party Risk Control 1256,Third-Party Risk,Corrective,N. Silva,Quarterly,1,Ineffective,Effective,5,0,2025-04-20,2025-07-19,R01245,None,Overdue
C1257,Change Management Control 1257,Change Management,Detective,N. Silva,Continuous,0,Effective,Effective,10,0,2025-11-12,2025-12-12,R03100,None,Overdue
C1258,Vulnerability Management Control 1258,Vulnerability Management,Preventive,K. Fernando,Annual,1,Effective,Effective,5,0,2025-11-10,2026-11-10,R04953,None,Scheduled
C1259,Incident Response Control 1259,Incident Response,Corrective,R. Gunawardena,Quarterly,1,Effective,Not Tested,40,5,2026-06-08,2026-09-06,R01379,Medium,Scheduled
C1260,Change Management Control 1260,Change Management,Preventive,D. Senanayake,Semi-Annual,0,Effective,Needs Improvement,30,5,2025-07-30,2026-01-26,R00504,Medium,Overdue
C1261,Access Control Control 1261,Access Control,Detective,M. Wijesinghe,Annual,0,Effective,Effective,25,0,2025-12-11,2026-12-11,R02338,None,Scheduled
C1262,Access Control Control 1262,Access Control,Detective,T. Karunaratne,Quarterly,1,Effective,Effective,40,0,2025-07-02,2025-09-30,R00293,None,Overdue
C1263,Data Protection Control 1263,Data Protection,Corrective,K. Fernando,Monthly,1,Needs Improvement,Effective,10,0,2026-05-08,2026-06-07,R04586,None,Overdue
C1264,Incident Response Control 1264,Incident Response,Detective,T. Karunaratne,Semi-Annual,1,Needs Improvement,Effective,15,0,2026-03-13,2026-09-09,R03773,None,Scheduled
C1265,Access Control Control 1265,Access Control,Preventive,A. Perera,Quarterly,0,Needs Improvement,Needs Improvement,40,6,2026-02-11,2026-05-12,R04550,Low,Overdue
C1266,Business Continuity Control 1266,Business Continuity,Corrective,N. Silva,Continuous,0,Effective,Effective,5,0,2025-08-29,2025-09-28,R02541,None,Overdue
C1267,Security Awareness Control 1267,Security Awareness,Preventive,S. Jayasinghe,Continuous,0,Needs Improvement,Effective,40,0,2026-07-26,2026-08-25,R04153,None,Overdue
C1268,Change Management Control 1268,Change Management,Preventive,S. Jayasinghe,Continuous,1,Effective,Needs Improvement,25,8,2025-03-24,2025-04-23,R02349,Medium,Overdue
C1269,Data Protection Control 1269,Data Protection,Detective,D. Senanayake,Annual,1,Effective,Effective,15,0,2025-06-10,2026-06-10,R04015,None,Overdue
C1270,Data Protection Control 1270,Data Protection,Preventive,R. Gunawardena,Continuous,0,Effective,Effective,10,0,2026-01-06,2026-02-05,R01048,None,Overdue
C1271,Business Continuity Control 1271,Business Continuity,Preventive,N. Silva,Monthly,0,Effective,Ineffective,15,3,2025-11-20,2025-12-20,R03220,Medium,Overdue
C1272,Access Control Control 1272,Access Control,Detective,T. Karunaratne,Monthly,0,Effective,Effective,25,0,2025-09-12,2025-10-12,R02814,None,Overdue
C1273,Access Control Control 1273,Access Control,Detective,A. Perera,Continuous,0,Effective,Ineffective,5,2,2025-08-10,2025-09-09,R04384,High,Overdue
C1274,Security Awareness Control 1274,Security Awareness,Detective,S. Jayasinghe,Annual,0,Effective,Effective,15,0,2025-10-26,2026-10-26,R03333,None,Scheduled
C1275,Business Continuity Control 1275,Business Continuity,Preventive,K. Fernando,Continuous,0,Effective,Not Tested,30,2,2026-05-26,2026-06-25,R00862,Low,Overdue
C1276,Security Awareness Control 1276,Security Awareness,Corrective,R. Gunawardena,Continuous,1,Effective,Effective,15,0,2025-10-07,2025-11-06,R03054,None,Overdue
C1277,Vulnerability Management Control 1277,Vulnerability Management,Preventive,S. Jayasinghe,Annual,0,Effective,Effective,40,0,2025-05-31,2026-05-31,R02981,None,Overdue
C1278,Change Management Control 1278,Change Management,Preventive,N. Silva,Quarterly,0,Effective,Ineffective,15,6,2025-05-28,2025-08-26,R04786,Low,Overdue
C1279,Access Control Control 1279,Access Control,Detective,M. Wijesinghe,Annual,1,Effective,Effective,20,0,2025-09-07,2026-09-07,R00360,None,Scheduled
C1280,Third-Party Risk Control 1280,Third-Party Risk,Preventive,T. Karunaratne,Semi-Annual,0,Effective,Effective,5,0,2025-05-11,2025-11-07,R00168,None,Overdue
C1281,Third-Party Risk Control 1281,Third-Party Risk,Detective,N. Silva,Continuous,0,Needs Improvement,Effective,15,0,2026-01-04,2026-02-03,R00780,None,Overdue
C1282,Change Management Control 1282,Change Management,Preventive,M. Wijesinghe,Monthly,1,Effective,Effective,40,0,2026-05-30,2026-06-29,R04684,None,Overdue
C1283,Incident Response Control 1283,Incident Response,Detective,R. Gunawardena,Monthly,0,Effective,Effective,15,0,2025-09-17,2025-10-17,R00691,None,Overdue
C1284,Change Management Control 1284,Change Management,Detective,K. Fernando,Quarterly,0,Effective,Effective,15,0,2026-05-21,2026-08-19,R00201,None,Overdue
C1285,Business Continuity Control 1285,Business Continuity,Preventive,M. Wijesinghe,Semi-Annual,0,Effective,Effective,20,0,2026-01-26,2026-07-25,R01627,None,Overdue
C1286,Change Management Control 1286,Change Management,Corrective,A. Perera,Annual,0,Needs Improvement,Effective,20,0,2026-05-31,2027-05-31,R01807,None,Scheduled
C1287,Third-Party Risk Control 1287,Third-Party Risk,Preventive,K. Fernando,Quarterly,1,Effective,Effective,25,0,2026-08-17,2026-11-15,R03995,None,Scheduled
C1288,Vulnerability Management Control 1288,Vulnerability Management,Corrective,S. Jayasinghe,Monthly,1,Effective,Needs Improvement,15,5,2025-12-03,2026-01-02,R04362,Low,Overdue
C1289,Vulnerability Management Control 1289,Vulnerability Management,Preventive,M. Wijesinghe,Monthly,0,Effective,Effective,20,0,2026-05-21,2026-06-20,R02575,None,Overdue
C1290,Business Continuity Control 1290,Business Continuity,Detective,D. Senanayake,Continuous,0,Effective,Effective,25,0,2026-04-16,2026-05-16,R00785,None,Overdue
C1291,Data Protection Control 1291,Data Protection,Detective,R. Gunawardena,Quarterly,0,Needs Improvement,Effective,25,0,2026-01-23,2026-04-23,R04182,None,Overdue
C1292,Business Continuity Control 1292,Business Continuity,Corrective,K. Fernando,Annual,0,Effective,Needs Improvement,10,1,2025-12-28,2026-12-28,R05000,Medium,Scheduled
C1293,Data Protection Control 1293,Data Protection,Preventive,A. Perera,Quarterly,1,Effective,Needs Improvement,25,10,2025-07-26,2025-10-24,R00304,Medium,Overdue
C1294,Vulnerability Management Control 1294,Vulnerability Management,Preventive,D. Senanayake,Quarterly,0,Effective,Effective,5,0,2026-07-30,2026-10-28,R00057,None,Scheduled
C1295,Business Continuity Control 1295,Business Continuity,Detective,N. Silva,Semi-Annual,0,Effective,Not Tested,20,4,2025-07-30,2026-01-26,R01483,Critical,Overdue
C1296,Third-Party Risk Control 1296,Third-Party Risk,Detective,R. Gunawardena,Semi-Annual,0,Effective,Ineffective,10,1,2026-03-29,2026-09-25,R01540,Medium,Scheduled
C1297,Vulnerability Management Control 1297,Vulnerability Management,Preventive,S. Jayasinghe,Quarterly,1,Needs Improvement,Not Tested,20,9,2025-09-14,2025-12-13,R03669,Medium,Overdue
C1298,Vulnerability Management Control 1298,Vulnerability Management,Preventive,A. Perera,Continuous,0,Effective,Not Tested,5,1,2025-05-25,2025-06-24,R03067,Medium,Overdue
C1299,Data Protection Control 1299,Data Protection,Preventive,N. Silva,Monthly,0,Effective,Effective,25,0,2025-07-24,2025-08-23,R01236,None,Overdue
C1300,Change Management Control 1300,Change Management,Detective,R. Gunawardena,Quarterly,0,Effective,Needs Improvement,5,1,2025-06-12,2025-09-10,R03706,Medium,Overdue
C1301,Third-Party Risk Control 1301,Third-Party Risk,Preventive,K. Fernando,Annual,0,Effective,Not Tested,10,4,2025-05-06,2026-05-06,R03203,Medium,Overdue
C1302,Data Protection Control 1302,Data Protection,Corrective,M. Wijesinghe,Quarterly,0,Effective,Effective,40,0,2025-10-25,2026-01-23,R00961,None,Overdue
C1303,Vulnerability Management Control 1303,Vulnerability Management,Detective,M. Wijesinghe,Quarterly,1,Needs Improvement,Effective,25,0,2026-02-20,2026-05-21,R03417,None,Overdue
C1304,Incident Response Control 1304,Incident Response,Preventive,D. Senanayake,Semi-Annual,1,Effective,Needs Improvement,20,8,2025-04-18,2025-10-15,R02711,Low,Overdue
C1305,Change Management Control 1305,Change Management,Preventive,R. Gunawardena,Semi-Annual,1,Effective,Not Tested,5,2,2025-10-05,2026-04-03,R04862,Medium,Overdue
C1306,Access Control Control 1306,Access Control,Detective,N. Silva,Quarterly,1,Effective,Not Tested,15,7,2026-04-25,2026-07-24,R00420,Low,Overdue
C1307,Access Control Control 1307,Access Control,Preventive,R. Gunawardena,Monthly,1,Effective,Effective,25,0,2025-03-19,2025-04-18,R04168,None,Overdue
C1308,Security Awareness Control 1308,Security Awareness,Preventive,D. Senanayake,Semi-Annual,1,Effective,Effective,25,0,2025-06-05,2025-12-02,R03930,None,Overdue
C1309,Incident Response Control 1309,Incident Response,Preventive,R. Gunawardena,Quarterly,0,Effective,Ineffective,10,4,2025-04-18,2025-07-17,R04343,Low,Overdue
C1310,Change Management Control 1310,Change Management,Preventive,R. Gunawardena,Semi-Annual,1,Effective,Effective,40,0,2025-10-28,2026-04-26,R04908,None,Overdue
C1311,Security Awareness Control 1311,Security Awareness,Preventive,K. Fernando,Quarterly,1,Effective,Not Tested,5,1,2026-01-15,2026-04-15,R01725,Low,Overdue
C1312,Security Awareness Control 1312,Security Awareness,Detective,T. Karunaratne,Monthly,1,Needs Improvement,Effective,20,0,2025-08-05,2025-09-04,R01575,None,Overdue
C1313,Business Continuity Control 1313,Business Continuity,Detective,S. Jayasinghe,Semi-Annual,1,Effective,Effective,10,0,2025-05-22,2025-11-18,R03264,None,Overdue
C1314,Security Awareness Control 1314,Security Awareness,Detective,K. Fernando,Semi-Annual,1,Needs Improvement,Effective,20,0,2026-07-20,2027-01-16,R04295,None,Scheduled
C1315,Incident Response Control 1315,Incident Response,Preventive,A. Perera,Annual,0,Needs Improvement,Effective,30,0,2025-11-30,2026-11-30,R00124,None,Scheduled
C1316,Change Management Control 1316,Change Management,Preventive,T. Karunaratne,Annual,0,Ineffective,Needs Improvement,30,5,2025-05-03,2026-05-03,R02952,Medium,Overdue
C1317,Incident Response Control 1317,Incident Response,Corrective,K. Fernando,Semi-Annual,0,Effective,Needs Improvement,30,3,2025-11-23,2026-05-22,R01036,Critical,Overdue
C1318,Data Protection Control 1318,Data Protection,Detective,A. Perera,Monthly,0,Ineffective,Needs Improvement,25,5,2025-11-03,2025-12-03,R02391,Medium,Overdue
C1319,Business Continuity Control 1319,Business Continuity,Detective,R. Gunawardena,Monthly,0,Effective,Effective,10,0,2026-07-01,2026-07-31,R01721,None,Overdue
C1320,Change Management Control 1320,Change Management,Preventive,N. Silva,Quarterly,0,Needs Improvement,Effective,15,0,2026-08-19,2026-11-17,R04067,None,Scheduled
C1321,Third-Party Risk Control 1321,Third-Party Risk,Preventive,N. Silva,Semi-Annual,1,Needs Improvement,Ineffective,10,1,2025-06-16,2025-12-13,R02042,High,Overdue
C1322,Incident Response Control 1322,Incident Response,Detective,R. Gunawardena,Quarterly,1,Needs Improvement,Needs Improvement,25,2,2026-05-09,2026-08-07,R00504,Medium,Overdue
C1323,Security Awareness Control 1323,Security Awareness,Preventive,D. Senanayake,Semi-Annual,0,Effective,Effective,20,0,2025-03-13,2025-09-09,R02786,None,Overdue
C1324,Data Protection Control 1324,Data Protection,Detective,D. Senanayake,Annual,1,Needs Improvement,Effective,20,0,2025-03-15,2026-03-15,R03578,None,Overdue
C1325,Access Control Control 1325,Access Control,Detective,K. Fernando,Monthly,0,Effective,Ineffective,30,12,2025-08-22,2025-09-21,R00258,High,Overdue
C1326,Data Protection Control 1326,Data Protection,Detective,D. Senanayake,Quarterly,1,Ineffective,Effective,15,0,2025-06-16,2025-09-14,R02572,None,Overdue
C1327,Business Continuity Control 1327,Business Continuity,Preventive,R. Gunawardena,Quarterly,0,Effective,Effective,40,0,2025-05-06,2025-08-04,R01198,None,Overdue
C1328,Data Protection Control 1328,Data Protection,Preventive,S. Jayasinghe,Annual,1,Effective,Needs Improvement,25,6,2025-03-23,2026-03-23,R03720,High,Overdue
C1329,Data Protection Control 1329,Data Protection,Detective,T. Karunaratne,Continuous,0,Effective,Effective,25,0,2025-08-15,2025-09-14,R04457,None,Overdue
C1330,Change Management Control 1330,Change Management,Detective,M. Wijesinghe,Semi-Annual,0,Effective,Effective,40,0,2026-08-04,2027-01-31,R02287,None,Scheduled
C1331,Access Control Control 1331,Access Control,Preventive,N. Silva,Continuous,1,Needs Improvement,Effective,20,0,2025-12-19,2026-01-18,R03387,None,Overdue
C1332,Third-Party Risk Control 1332,Third-Party Risk,Preventive,A. Perera,Semi-Annual,1,Effective,Effective,5,0,2025-04-05,2025-10-02,R04478,None,Overdue
C1333,Vulnerability Management Control 1333,Vulnerability Management,Preventive,M. Wijesinghe,Monthly,0,Needs Improvement,Effective,15,0,2026-08-15,2026-09-14,R03291,None,Scheduled
C1334,Business Continuity Control 1334,Business Continuity,Corrective,M. Wijesinghe,Quarterly,1,Effective,Effective,5,0,2026-06-23,2026-09-21,R01715,None,Scheduled
C1335,Third-Party Risk Control 1335,Third-Party Risk,Detective,D. Senanayake,Continuous,0,Effective,Effective,30,0,2025-08-16,2025-09-15,R02507,None,Overdue
C1336,Third-Party Risk Control 1336,Third-Party Risk,Preventive,R. Gunawardena,Quarterly,1,Effective,Needs Improvement,40,5,2025-05-15,2025-08-13,R02659,Low,Overdue
C1337,Change Management Control 1337,Change Management,Corrective,K. Fernando,Quarterly,1,Needs Improvement,Not Tested,20,5,2026-08-03,2026-11-01,R02048,Critical,Scheduled
C1338,Vulnerability Management Control 1338,Vulnerability Management,Preventive,S. Jayasinghe,Quarterly,1,Effective,Needs Improvement,40,11,2025-03-10,2025-06-08,R03729,High,Overdue
C1339,Third-Party Risk Control 1339,Third-Party Risk,Detective,D. Senanayake,Continuous,0,Effective,Ineffective,5,1,2025-11-05,2025-12-05,R04930,Medium,Overdue
C1340,Data Protection Control 1340,Data Protection,Preventive,A. Perera,Quarterly,1,Needs Improvement,Effective,10,0,2025-12-04,2026-03-04,R01950,None,Overdue
C1341,Change Management Control 1341,Change Management,Preventive,M. Wijesinghe,Annual,1,Effective,Effective,20,0,2025-10-09,2026-10-09,R01764,None,Scheduled
C1342,Data Protection Control 1342,Data Protection,Detective,S. Jayasinghe,Quarterly,0,Effective,Needs Improvement,20,8,2025-07-11,2025-10-09,R02376,High,Overdue
